playlist_id,name,num_tracks,track_list,artist_list,overall_genre,overall_mood
playlist_6198,Trait,12,"['0YVx5YZIgfYHzlq19hqDeE', '0kHyKhJMukHEPfeh8s7rdM', '7nfDCitnnPl1XcS3YJPXv0', '1bK9BeZnD5x1UPkvb2cdBk', '0pbZX9CK1W2iIiUFJf39wr', '3uUuGVFu1V7jTQL60S1r8z', '4C4pU60ahf7UjFwxnQdetc', '1zVu5DgvGQCK9pW8Xj1Oie', '5V1XV69gOtDelQ6or9BEIP', '6FlMYrisBkSY2PfFTajWvB', '2Z4YxJgZUDZ4iKWNCKpvM4', '2OHeJR6Cfvm42512gonFRh']","['Ghost Stories;D-Block & S-te-Fan', 'Kygo;Imagine Dragons', 'Los Tres Caballeros', 'Charlie Brown Jr.', 'Sound Quelle', 'Lost Frequencies;Calum Scott', 'Matthias Reim', 'Steve Poindexter;Armando', 'Faithless;Way Out West', 'Elvis Presley', 'David Puentez;Isaak Guderian', 'Within Temptation;Keith Caputo']",edm,Fear
playlist_1517,25 Anos (Ao Vivo),6,"['6EDk5ZNnAbOrSbgcHhDHJZ', '5LAsS7ulJBhUmlBVEKDl92', '1yJkzSKUpfwhrPXuAwVR1X', '14EXZEog1hW97d6yz8ejih', '52NM8alcaVAejBlIU0KO6Y', '5hcG3IBVv07O07nISLz5xA']","['Gustavo Lins', 'Pablo', 'Cheyenne Jackson;Jenn Gambatese', 'Bleed From Within', 'Exaltasamba', 'Tube & Berger;Armaja']",metalcore,Mad
playlist_2859,dating myself,8,"['2bcznSEhUXz4xbbILPBlLC', '0JChw6k59cZxegh0SGceE1', '17KTNaAmbY9tLeOXoKpGLk', '66vAvmXdu1UAWQhPKxjHjm', '0mv0E0f3KBnByBL6RzeEs2', '0Pn067BGQUueWIR7MDVDRO', '58PkDDbzS5ptoXaqqBuuoX', '43X3q1VG5vn1njNJ6c599E']","['sad alex', 'Rahat Fateh Ali Khan', 'Estas Tonne;Peia', 'Ryoko Hirosue', 'Divididos', 'Los Hooligans', 'Mohan', 'Jubin Nautiyal']",k-pop,Mixed
playlist_7615,Haciendo Travesuras,10,"['3krIviFWLeyjPTxqT6eaPL', '5cZkudJYkjAKcU4Cs0BM6H', '53BDFOlAHccjfoxe06JKpc', '3Iu7Mw7EOijC2WgNx6UExq', '5Qk2ca503PdWIh7XJhnpDT', '7hQiWMz4Xisr6c5VdBsPKT', '1OI2llgfTD0tvHTQ868ln4', '1UkfAC49Q2Zn9LpLCyLNk6', '3T7gFooBRI9cyFPFc7lFNx', '51mkxlKoGL1bAj8uR2gE7d']","['Charli XCX;Tiësto', 'Tanju Okan', 'Manikka Vinayagam;Krishnaraj;Yuvan Shankar Raja;Shreya Ghoshal', 'Sebastian Yatra', 'Toini & The Tomcats', 'Sebastián Escofet', 'Los Traviesos', 'Tirso Duarte', 'The Moody Blues', 'Bazzi']",salsa,Mixed
playlist_2201,Cyclorama,10,"['08Bi0KpTp0sBu0Oj2CQcSW', '0BmDnvzaP80sTEdyrtdICS', '1VyiUi0mRnSKgtHa5dBoUd', '2oaK4JLVnmRGIO9ytBE1bt', '1PiASZMKp39IsWwiiIYgPO', '0M4LNWYzrMg2PcGhNngSSW', '1OMNgDgAVuAaFZblmBwVvc', '7zwn1eykZtZ5LODrf7c0tS', '5ZZaoxx5mQw1PskCELBPY5', '6a2wEyecNdSGVVdUcYUZ86']","['MC Hariel', 'Jimmy Buffett', 'The Strumbellas', 'Red Hot Chili Peppers', 'Polo & Pan', 'Sebua Tawa Dan Cerita', 'Don Omar', 'The Neighbourhood', 'Mortician', 'Hillbilly Rawhide']",rock,Mad
playlist_4208,All Bops,8,"['7kyiHjkFdmHcYcIJtFAdaF', '4wIdLHtHAI98UjZqsPOSnE', '0ko0sZ5hNieT3LRq2lOGl3', '2TuQv76tDFGZbAA8vcrH9b', '2ro1sG8VxOVYfYiRHrZ5CD', '0jUkLKyFGm5vjr0eZlBQcs', '3LvLWL0uSLc3O0vWxQCqox', '05QEiRtbs57De7NxgUNOHp']","['No Vacation', 'Juan Magán;Belinda;Lapiz Conciente', 'Rampa;chuala;Keinemusik', 'Direct Hit!', 'Lizzo', 'The Beach Boys', 'Taty Girl', 'Guus Dielissen']",garage,Happy
playlist_9954,Dodecacotronic,8,"['2ydKgIVZAQXeYLWtxU8DFS', '1Uu1dI6OcKWuMLLv8ki3lN', '4pLokvMIhEeWJBNXshWBW2', '2dEfpsiyIttecwUxkGH2yD', '3CTCq5KkL2Od9jVDCrTQra', '7in9LLZKxDb3VkNe9kGGZe', '1iPHE585l3CwihqF65B45W', '2SrVGpjv0mqCR6j9EZPSm2']","['Lin-Manuel Miranda;Phillipa Soo;Original Broadway Cast of Hamilton;Anthony Ramos', 'Smash Mouth', 'At The Gates', 'Kailash Kher;Pritam', 'Mascarpone', 'Hov1', 'yanaginagi', 'Iron Maiden']",metal,Mixed
playlist_3432,Blues,6,"['5h1pZUy66SpvvhtmhPQ1yg', '3MDEbfPekrI2EzxFTUzu5m', '3r6f5UcqFtoAIAVuTMvy4v', '2h0FPaYBXNaBNh50W8m3Hc', '20BOTCbPJnbjHSnRs23JxW', '5JdxGnN3gjzEidLMOuKwJG']","['PLÜM', 'Stephan Bodzin', 'J Balvin;Bad Bunny', 'Powfu;Mounika.', 'Zoe Wees', 'Cuco Sánchez;Fernando Zenaido Maldonado']",sad,Sad
playlist_1554,Petit Matin,14,"['0x66nbDEEZtWx4qJdILucR', '4BgLM3OOiYQcjTCnFxBY38', '4H8mRRUB3uJYxsWnV84dLn', '5siP3no83iDXF2uskNj14a', '39qyQ1YSz6pyABCSqjLVfr', '1sQzql0UMBfpFWGENPFTTN', '41b11ruecN0x1CSaziBxGB', '4SM1z0Y8dq0qQcM7MPrUP2', '4IoqGTH2D6zMrGzg9gW0DL', '49fecVFD7InKQVPDTAHGxK', '1pgHsf1WqOR7aCiqL3XYO7', '74my4kR2tAZrC2tJBJvitW', '0MOwzHYBsXeVkb98ewMMZP', '5Ne1q9Hv3l2NHBA3Agt8WT']","['GHASTLY;MOONBOY', 'Caelando', 'Jéssica Augusto', 'demxntia', 'Greeicy;Mike Bahía', 'Thetahealing', 'Anderson Freire;Midian Lima', 'Stevie Wonder', 'Air', 'Pink Guy', 'Rose Nascimento', 'Lomepal', 'NTO', 'Surfaces']",reggaeton,Mad
playlist_8894,Nithyatha,17,"['56Ne0akGQ4GHPxS9MOL57G', '3Wdr0d29YT5YX8PdvxWEaC', '58u2M8igOOD89doT24hjf7', '1qASWj8fWZXh6ssv4RPogx', '6HNilQX5PZHHTmKDo2BNfI', '3vddabBsXcvoerPkIlDHDF', '2LIWXaIe3eZnsNKIdORPaS', '1VoWXsjyp7cKytcH3fR7ps', '0W85Yolr3l72QZsk9UrkqP', '3Eo7rOfvXRzGq68b9PVfZE', '7iC5U573Np4Fkw1vH1DsNV', '7cvpJTt2UAKaIFh2B1rE2u', '4TLoYT6uaGydqUQRZ9hlxG', '18hPvq4l7aiolR6NenxBz6', '0QoxHScqypEXwMFrVnCoV0', '6rHJao2szlpRaFS2rg2NbV', '3RSMFb9dHXNWZw8YwYGepI']","['Anuradha Paudwal;Kumar Sanu', 'Kyson', 'Hardwell;Trevor Guthrie', 'Josué Bom de Faixa', 'Kester', 'Central 3;André Aquino', 'Lars Winnerbäck', 'Two Lone Swordsmen', 'Kina Grannis', 'Wisin & Yandel', 'Serkan Kaya', 'Wganda Kenya', 'Raimu', 'Anthony Lazaro;Sarah Kang', 'Off With Their Heads', ""Cameron's Bedtime Classics"", 'Enigma']",idm,Fear
playlist_8839,Halloween Party 2022,11,"['4YkyvaQvqWi5j7iWFiBpRF', '1hQFF33xi8ruavZNyovtUN', '2KM8qFw8vlV0m0HFBBoNxm', '4Pt5FtylMrJQZ1NHhSSdAj', '0hJy4BGWgVsqbrYGoyMW2y', '6Ij4PNz5azZPUB1JXERfqq', '2NZDYyIV7v9VdtVlshDI5K', '3O6l5P4tTtHl3jN1vtrNlo', '1oDlZ9gdbeq9Jz9S15OUuL', '1Kpu88SrnrpzKGsMLRwmTV', '7sJNeWTXkZCEC7OnFMpGWL']","['P.L.F.', 'Frankie Valli & The Four Seasons', 'Steve Miller Band', 'Ondas Delta', 'ILLENIUM;Skylar Grey', 'Joan Osborne', 'Dhilip Varman,Karthik', 'Tove Lo;Kylie Minogue', 'Astro Bunny', 'Immer Hansi', 'Luciano;Aitch;BIA']",r-n-b,Sad
playlist_6808,Bambukalambu,14,"['3XOyyGtdATix2BD51MfKpB', '4tS4bHAZvTJdEl3jFoX08z', '46LoYZSh8V0Ean52vPNpcC', '32RMUk7XdhMBDsq8khSYdC', '7dsE2cTKeNmCW4gzkvr3VH', '6iNhl5IcRJfm3F42plOPA4', '7DDEIlUJ0buTf3k7zHGXmy', '7G2ZHkw6iL79tLgWPGDqQE', '4cHkah9CvqFcLtiDQKUUuo', '2DpCdPMg1BADE4HDnxt3Rd', '3bljQeNsdnkmQb5O29YiwP', '2E9kAui8OwLU50kCvLQtiE', '2PZKWmPAK32WXW8hMLN1lS', '40Ffnc1HjnsZbWWGl8lTDq']","['Jason Ross;MitiS;Dia Frampton', 'Alejo;Feid;ROBI', 'Yuvan Shankar Raja', 'Eptic;Carnage;Breaux', 'Wolfgang Amadeus Mozart;London Symphony Orchestra;Peter Maag', 'DJ Koze;&ME;Sophia Kennedy', '李龍基', 'Ewa Konstancja Bułhak', 'Don Valiyavelicham;Sarah Alex', 'Daya', 'Bad Boy Bill', 'Lasse Stefanz;N!NE', 'Showtek;Mc DV8', 'CoComelon']",classical,Fear
playlist_5779,Frescura y Perreo,20,"['4JwLDaMaa6NoANUmV0Ju81', '112BYiABeTmIti5p8U1wWG', '536bkD2pabwDI6kHCzHv5T', '5DhPx1cy248eVvTBoTVrrB', '34HNaUhhTgO1jvfEuXHFyz', '5mQJTsR0OWKxg0ib1y145I', '44KQ5sErX0T8pQEjqylVEL', '383D4yT1kW9tp5ibqVSMAH', '1wjmb6uqRlWuF6stUJ4eNc', '7KSGzwS26H4ACx4RihLpFf', '6IjtnlEV9IzgkTKr1DloeN', '2R5Xoac869473aTCjizw7E', '6xjcuxRKZelJSFoc5DtX5d', '76CBhtLnY35sDxm3LBCTvn', '4BKetvTh5lMcIDlv9tYQgW', '73H37RXqxkb7y48reuhgRc', '22LjfafJJbajmRvtsSTGcZ', '0tncVBZdQYMzn2QB6SIIJ9', '7k8Rj61mspwBrNEo6HEX05', '26e8ujjSpBAHhIY2ymLUT1']","['Mena Massoud', 'Divididos', 'Breaking Benjamin', 'Pol Granch', 'The Bridge City Sinners', 'Yuvan Shankar Raja;Narayanan Ravishankar', 'David Guetta;Becky Hill;Ella Henderson', 'Super Simple Songs', 'Blank & Jones', 'J Balvin;Bad Bunny;Marciano Cantero', 'Mabel', 'Bryce Vine', 'RDN;Suel;Ferrugem', 'Don Omar', 'Shiro Sagisu', 'ThirumaLi', 'KayBlack;MC Ryan SP;Nagalli;WEY', 'Vismay Patel;Prim4l', 'Dimitri Vegas & Like Mike;Paris Hilton', 'Fujii Kaze']",pop,Mixed
playlist_1306,FJAAK 002,9,"['66JfCKNdHcuH0SekHH0l1i', '0gdWSthwNMJ4TPVya8b0bh', '76jqYRytkvCM1ByVYBs3NS', '0rAkoZQWinRO4jgX3DUXZh', '0I1eFRytp4XRhLCjT6tZm7', '5q00l1hd3NVzKwth9eR6wc', '6RksBSj5fFtPkUnL2EE0oe', '5pHVJGizchdV0tApncpJjf', '2IuRiIKFRFluDMJfzgzJ68']","['Drexciya', 'RICEWINE', 'Malt', 'Robert Hood;Claude Young', 'Roar', 'Kato', 'Five Finger Death Punch', 'Timothy Infinite', 'Bruno Mars;Anderson .Paak;Silk Sonic']",detroit-techno,Mixed
playlist_6763,Mere Jogi Nath,16,"['229lqwvjAJuDgRCkSXwOJm', '4k3bQolPVSky3itPqhsrlY', '398dL22bDbKbAmiOnPaq7o', '5QSe2vbcBasm02vr76vqg4', '4LSPVzDF1WcUedAG4hqtcm', '4ho6jJU2nbX0NbiF33i4tX', '1iiJlDOvIgn3Y9nNqKOvUG', '2JTyKEvUv60PdRPSButEgl', '1xs80jiAaDBjDzROXVVVnn', '2JjAZwcKJjmuwDZSiw4PEj', '67yN4TR5HHg5TwOZeYFoNZ', '2i6Zgt3uFaupWIcpvRORMn', '6gK3sQQwSYzHZz3aajcSPU', '3ymULM6auJVgBj4A9TADlv', '26023kpDFJqUNI8ZzStB2K', '3rbAG0mVCVmhEPhFs96deC']","['Hans Zimmer;Nick Glennie-Smith;Junkie XL;Atli Örvarsson', 'Otaku', 'YOASOBI', 'Virus', 'Myrkur', 'Jon Hopkins;Kelly Lee Owens;Sultan + Shepard;Jerro', 'Los Caligaris;Lupe Esparza', 'Delino Marçal', 'Saleem', 'Bryan Adams', 'FiNCH;Mia Julia', 'B.B. King', 'Popcaan;Louie Vito', 'Zaeden', 'Mouse On Mars', 'Marco Antonio Muñiz;Jorge Muñiz;Mariano Perez']",black-metal,Fear
playlist_2206,Diversión para los peques,9,"['328YpBBbWMxttLVhumwWet', '4sK5HF5goB2ryMBj1gowg2', '1I7zHEdDx8Ny5RxzYPqsU2', '5UCKm78wHhzUyoMqbIGMiP', '74WZCodjJdd7GOFek2GUr9', '4FDQiVdgAydMD3r9L96QjM', '7i5IbgNkFA4JwfT4OAgdgD', '1gzxqqARXetlyLd8FhyNdF', '4Tni0eZOEBwZ7Dd1Q4izKL']","['Anitta;Justin Quiles', 'Surgeon', 'Steely Dan', 'Japãozin', 'Deathtune', 'Cooltime Kids', '9mm Parabellum Bullet', 'Laura Osnes', 'Ben Lukas Boysen']",funk,Fear
playlist_2271,Deixa Deus Sonhar em Ti (Ao Vivo),17,"['2o49Twc3qrNMOt8gq9W06L', '7cUHFTxJhxtZ5tpY34SMRw', '0zzVTGyRrWpQu8Fr28NRAv', '7BC0BjgRLdxZ09F735G3u8', '6fuKsEEwvcL0EdRW7kfxKx', '6v7Q2q1qJnrQLYtq65C4oS', '6OyhMMdxndav88tBaSFfBo', '0loZn1c5heXie7OAtvK6nH', '4znmnLpL9hrCDRViN58zsr', '4SpPoKDzu2pzMj0bR638YZ', '7FcYggV5JO2L00B6CKg7W0', '1UTdSl8RRxiYSfv9v0tdhL', '3us9obEekGPTD7k0byXdnT', '1hMrI7ewBNnvDWItMScGIH', '5IBDi9cISbefMMtAB8syp3', '1cSuF35MfG123mcf2CNrmK', '1wyzGqooLn3uYe9ejz2VOi']","['The Cure', 'Sabaton', 'Marshmello;Demi Lovato', 'Through The Eyes of the Dead', 'Frei Gilson', 'Animadrop', 'George Jones', 'Jubin Nautiyal;Rocky - Shiv', 'Underground Resistance', 'John Legend', 'Ace Ventura;GMS;Poli', 'Héctor ""El Father""', 'Cajmere', 'City Wolf', 'Bring Me The Horizon', 'G.E.M.', 'Titãs']",soul,Fear
playlist_6078,Asian Spa,13,"['1sATUJMLlG8uyqrvQLm4tD', '0bt6PVHT4Z4AfZLOpGtVi2', '6kls8cSlUyHW2BUOkDJIZE', '00VxUWUIKIY3DphqHzZjK5', '2IhARxCm5lBKHgQvGw8RPo', '2eZmCGtI0waxogQEOiznW7', '4BxY1gnqICuaP6qg2Nw5HV', '10LC9o0unUvjoSaMDsPOP9', '7jOC9bmHMZ5m4S1ZDAYgzn', '3Q7o2zzvXj7QiSCumjBpvu', '5OnyojWcVAwQv8dbenzRug', '79r1StxsiqwbLLkTGK2OdG', '1Rxn57Wwv6hQUu60MIiMMJ']","['Tears For Fears', 'Linkin Park', 'Ellie Goulding;Juice WRLD', 'Gersson Edinbaro', 'Omah Lay;Justin Bieber', ""Dan Gibson's Solitudes"", 'Alberto Vazquez', 'Rybičky 48', 'Kiara Leonard', 'Becky G;Daviles de Novelda', 'Michael Angelo Batio', 'Level', 'Mayday']",new-age,Happy
playlist_8622,Destiny,11,"['3s2MjBqM7oI2vAG9Esvatp', '4AaXmQvHMWNwZSoqi4kcsK', '5ISwrjD9HDFTgB77UpRwDj', '2GPLn5UUjEfD91aMLFQ3T4', '2hNrGnVySzBMqIQxhklek1', '21GXTV2KRrWSeKgDN8nlJh', '2IOSxsasCDnALxovI0GH1h', '17269vT1D7ZyGn1VJXTo7a', '3hyNia7VDRIF3XhSGWJPVo', '7Eh2mdfhNMLRm7BFSS4uWU', '5koVli44diEPbvcKWpEDwB']","['Cami', 'Stylo G;Sean Paul;Spice', 'Vicky Chen', 'Sepultura', 'Jim Brickman', 'Árbol', 'Cody;Heart;Mr. Primm;Scatter;Santigold', 'Mortician', 'Cesária Evora', 'La Casa Azul', 'Jägermeister DJ Alex;Matty Valentino']",latin,Fear
playlist_7080,What's Donald Gonna Do Today?,9,"['0ZwdH0m32I8odedwvspYTh', '4BL4aEbddW0OGv6fFYYFUt', '0YZEYxd1oiqZRFhnnmTKKi', '1vNamT7fPcHPQdYCFMiXoI', '1tfZtA15BfJHQTUy3dqTKC', '4sAp2fCkqlJExrPZsgGDPm', '2eFjKl5cyPPYElDByCh6Tb', '3G4ilaEIew6dACbrpOfqlq', '3DkHNCA4QRBQgTzF2T18hm']","['Tyler Ward', 'Anuv Jain', 'Motionless In White', 'Oleg Pogudin', 'The Foundations', 'Kevin Bloody Wilson', 'ILLENIUM;iann dior', 'Akatu', 'Weezer']",comedy,Mixed
playlist_3903,Verão 2020,19,"['23sbsUEakx3vdMQ4xA5OIy', '3k4saHlMcI7M3yvGS6Ants', '4ykKSrTmviqqC6qj3uRKo3', '1Bd027R0spghop0PUwgjyN', '1vBb0m2Ggsj9MTtwrVKW1I', '70n84e5xRJbyIlXOJ0t8X3', '15RXL05X13S8iZaQ9LPKOj', '149qn5c7JpsXg2YJLOmzUH', '5n0SYA5tw2Czz6BBRNeMHe', '6y5NKCHNGZq36HCuyRhJCa', '56F0unhysx1UXxboONkgd9', '1GsJMaSHlegp4pjG8PUqjW', '2BDClqY52XVPvFvZ39Vtts', '1snWlbcbgQpJfknoI30DWG', '0mhWzxnu2RmZBBVqwUiosE', '0JBQnLKfLXmlkquabLtAgd', '7vRNldKFJhwCyVRdrgVsvE', '1e69HpGrDdfIWAsRuBS4T4', '2sKWDtTkMy4vkVaWevhwCr']","['Morbid Angel', 'Kevi Jonny', 'Ben Lukas Boysen;Sebastian Plano', 'VIBIE;Darshan Raval;Javed-Mohsin', 'The Exploding Hearts', 'The Guess Who', 'Badfinger', 'Lane 8;Channy Leaneagh;Sultan + Shepard', 'Almo X', 'MAR ABERTO', 'Amb', 'The Loved Ones', 'Mike Rowland', 'Alan Walker;Au/Ra;Tomine Harket', 'Håkan Hellström', 'In Flames', 'Thievery Corporation', 'Attaque 77', 'Allessa']",goth,Happy
playlist_9146,Let The World Know,18,"['3KruoUtSkm84Az0bJunnxl', '6RdJrnkVsY7nR32bkVSIp1', '4MvYmy4nmohMICJi8RpKKl', '4fDZQ21Z9L2XAlOmAt3QHl', '0vIVLPuiWbtufH0lnkY1Zn', '73pVkQkDvsIs3B9knkGVCc', '6N7pkgj9i3mrIjYeYsBDZH', '2pYazEOXRSlMfxZzrelFbu', '6hb6tZMwumbYoXVxwEsWRk', '3ufMt1JWzgGeJ1rvGjeGbX', '0DnGfA1r8pAssJCuq4ojla', '5FeIwnHme2zk6YJMyd6odO', '1CCYaOwfo1FQ0RBttKA7iW', '1E5HgkRXPToIFhFeMn4JSx', '3T92vFz5uqaI1LPmBr6G9l', '0DXdZzNQjAF7ysGj5gnAPF', '4JloN5dBiVokxofXYFcmGR', '7uXktLVq43HeS4fPU4nQna']","['Tiësto', 'Jack Harlow', 'Dead by April', 'Deetox;Elyn', 'KANKAKU PIERO', 'Hoodoo Gurus', 'Quest', 'Phil Wickham', 'Alexander Vertinsky', 'Daddy Yankee', 'Gary Moore', 'Shane & Shane', 'Peggy Lee', 'DJ Snake;Justin Bieber', 'Sodagreen', 'Chronic Law', 'Alan Menken;Disney', 'Bobby Rydell']",world-music,Happy
playlist_4956,20's R'n'B,7,"['6doSMlKtyUKzoTtuHSRfac', '3G1o1dkJIyY38yfiVDkwNP', '6oLqcuYAU6coXpH3b48Xyf', '33IPzl4qNKrI4UsLVemh5U', '3nztqjC0JHawb7fTvYXB3o', '3kuxr8U3QynLzyW82p5hYR', '5h1L6nOR9QYXeeNW14aeus']","['Above & Beyond;Zoë Johnston;Nourey', 'Ty Dolla $ign;Kanye West;FKA twigs;Skrillex', 'Dr Phunk', 'Fox Lake', 'Goretrade', 'Rahat Fateh Ali Khan', 'Prateek Kuhad']",trance,Fear
playlist_3164,IDWK,15,"['0u2P5u6lvoDfwTYjAADbn4', '1Ar7WYAqNGHUQ9hvG1ALQs', '5MNxzyo5mrSoy3UkL9wbvT', '3TgMcrV32NUKjEG2ujn9eh', '4FcknXDJ8yW2QYUl0cm6uJ', '61kSPL7U1AmuP4By1WXo9x', '56Ds9Az67bKX7u7Z7797Ux', '7b2dMRCVDx7OGekIVjCrs1', '0UlJKSmbpSPaRxUnr0lpgH', '2zzLRQ78kKfPTx8FJQCdC2', '5BLRlpMYsxeMMOjrcWRhIs', '31xedC3DdWbB09VkHsxmWF', '027vx3TVLFM1pIWDQFTfnY', '12cG3BUpk6PzLAzWK0mryO', '0y9HijI86urtAmbpnaN8ty']","['Billie Eilish;Khalid', 'Sakurako Ohara', 'Tatiana and Sergey Nikitin', 'The 1975', 'Imran Khan', 'Zedd;Maren Morris;Grey', 'Roberto Goyeneche;Baffa-Berlingieri y su Orquesta', 'Marconi Union', 'Pritam;Shahid Mallya', 'Arctic Monkeys', 'DVBBS;blackbear', 'Chronic Law', 'Barış Manço', 'Red Hot Chili Peppers', 'Yung Pinch']",tango,Mixed
playlist_2808,Geography,17,"['77YKoNCjP5hWqiXMRG2839', '5urYiIXu1ZhfMAOsp7WDTc', '1RsQRanWPbDaj3p7dXuZca', '1uiegbTkm1W7oyL9AD8nDK', '7grzdNt3eQRiBC70GksRp1', '02CygBCQOIyEuhNZqHHcNx', '4diMr8l7HCK1OdrQM3LAzq', '4VzDr8H5SCS1P14tyguB1a', '0sOJ9RsohWP3ag4Y0SADz7', '7Gh7QZ7PGSXNRMZ5g1dwpT', '7vvmU5ayTrVWiNVxiwHLQI', '4M6IO6IFrQFm4bwhTrLxgI', '7ridH3hy4aXG6Kn1XomKrO', '4IGxA3ztKdZdTcFH79Xe9E', '3qzgGSGtGAcXGZJ7UG68hr', '43okcXdTNCTaL5KY34YMtm', '1QgtIsGPShntohsJNcLwOQ']","['Collective Soul', 'Yasser Desai;Neha Kakkar;Rajat Nagpal', 'Léo Magalhães', 'Jon Sarta', 'Afrojack;R3HAB;Au/Ra', 'Tom Misch;De La Soul', 'Red Hot Chili Peppers', 'Doctor P', 'Fabrice Lig', 'Samuel Mizrahy', 'Udbhav', 'Terrence Parker', 'Holding Absence', 'Seiko Matsuda', 'Legião Urbana', 'Basho & Friends', 'twocolors']",detroit-techno,Happy
playlist_5203,Hyperion,12,"['7HZycMIpBHgDa8Re6S2UcR', '0AmYWsH8NWEtNKIQA37OBw', '4Q2vbGXSU28xWveWKp4wra', '4Tq1eNoLWXqJsizbNnobSz', '6ZFbXIJkuI1dVNWvzJzown', '5czB34FvxB37x0FgDMcFcK', '2K3jLUSLeHrPMA3nKvP1jT', '3tw38CkaOgncThUwXO80NO', '50KzUnn80DNmBJJPx0Rynn', '7GoxKu8t9UrreFlOqT4Zsx', '381UrJYySidrMAIgZB9I8S', '2KsdoMZsL2ajnjjYUWm1ZT']","['Jack Harlow', 'Grey Skye Evans', 'Arctic Monkeys', 'A.R. Rahman;Yogi Sekar', 'Hans Zimmer', 'The Prophet', 'Matt Johnson', 'Gesaffelstein', 'Sabotage;Sombra;Bastardo', 'DAVID AUGUST;Yvy', 'Grinspoon', 'Sara Farell']",acoustic,Fear
playlist_3011,Zülfü Livaneli 50. Yıl - Bir Kuşaktan Bir Kuşağa,7,"['56BBkFOvo0iS2sHoNVHWoD', '6Qv3OWGNixqEobRC5vM0Bp', '7toZuecF36JJeBq1faE2Xt', '3mRa5ePXmTImeP2B0KJf49', '5B926EOOXF0hxdSE1DuOEL', '2d64USUwOGOfA2Zh9gpXqb', '7GNVoDE1qXtM8m51q5x9bS']","['Dj Promo', 'M-22;Ella Henderson', 'The Wiggles', 'my little airport', 'Amber Mark', 'Fazıl Say;Serenad Bağcan', 'Larry Gaaga;Flavour']",happy,Happy
playlist_8458,Viva MacHuca,20,"['6B4ZveG0ra4sMiBbRh7rer', '4qnZ5zzTk2fHrH7oVpIsfr', '6wOazYrDGLhMAhwU6RArlg', '68EkhVWIeULhHxcbi1QhzK', '4G3Dj555j7wWDZeisudkDH', '6lpXgMWfUxqHOUITLtHdHj', '7D1y8IZt9rZOkcr3UwUKqK', '6DQqGb3uCMVOJsaAxnZRoH', '1slEC1v1jCteZtPpkXFj5j', '3nbnyZb8F60d9vHLm8RX9N', '2dXsILW8gzkosqleHAvl0v', '0zEVUnFsZBYnKk2goNUWQH', '7cs7MLtAWvsdf3w5kBvfK2', '4MHzXgBy7hexDe2Bto11hP', '5GgbqKevdn73UOqcIFjBOt', '3mVamJ76zOnKtnuCHFkamA', '4GAUBTuCS1EfQbGpeFHKyI', '1NFeTpNJR8TDP4UzpAix6X', '2sftzXb1Iofx4aRXc6Umis', '57rnZ6f2YgQW0iw2kT12Kt']","['Akcent', 'Zayde Wølf', 'ヴィヴィ(Vo.八木海莉)', 'AJR', 'Ravyn Lenae;Doechii', 'Dyewitness & Nighraver', 'Dragonfly', 'STU48', 'For Revenge', 'Seven Lions;Ellie Goulding', 'Metallica', 'Machuca', 'Cigarettes After Sex', 'The Beach Boys', 'Jason Allen', 'Chorus - Sleeping Beauty', 'Koyo', 'Blind Melon', 'Joris Voorn', 'Michael Bublé']",hardcore,Happy
playlist_2578,I'll Never See The World,18,"['4xnWSfISchdKnY5OPJcbNu', '1zVu5DgvGQCK9pW8Xj1Oie', '3WBJcwnBI1eocuhkwTz8dg', '4UoYb2HJklHzXbVA5klJGt', '0z2Z2SkvuV6xyUxl6O1971', '7q2b7oG0UIDtl0rxQSeVwq', '65SdA16BYMiTXdBQRKxNQL', '5KPdJNnb0kRNtrLwsYpv8N', '5TYyJ7tjtCpUEPr4G1Tulw', '1DGn8jou5Gj6Cs7YPpj1LD', '71BwuaJ5VjGx9EJdrc9OX2', '5nl5o8d6DQCimMKmqHWYeZ', '1DZCUAimghmegaMeFG617V', '75ukpET4SEnTf5FD6LY8Ir', '4KfjBdFvwtzwROuZiQaHjj', '2g49A3vhp0PX9jIVBCKLmy', '3D8dVO2xTS63toTYrmCdCF', '0y26aohDq6nCmfv3dpNofu']","['Amon Amarth', 'Steve Poindexter;Armando', 'Bachman-Turner Overdrive', 'Kristen Bell;Idina Menzel;Josh Gad', 'Endecah', 'Don Omar;Plan B', 'Jan Blomqvist;Kid Simius', 'No/Más', 'Dear Seattle', 'Ion Miles;BHZ;Monk', 'The Killers;Ryan Pardey', 'Jorge & Mateus', 'Vegas (Brazil)', 'Québec Redneck Bluegrass Project', 'Presence', 'Vanna', 'Aaryan Shah', 'SWARM;SOUNDR']",soul,Mad
